MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
338432923,2024-01-01T00:00:23,47.31692,-122.46383,7.8,153.8,511,SKIPJACK II,IMO0000000,,37,,11,4,,,B
338398998,2024-01-01T00:00:23,26.11846,-80.10779,0,360,511,PLUS ONE,IMO0000000,,37,,14,4,,,B
368115440,2024-01-01T00:00:29,47.04595,-122.90657,1.1,360,511,OH  MY GOD BECCI,IMO0000000,WDL2794,37,,13,4,,,B
367797150,2024-01-01T00:00:29,48.0308,-122.74403,0,360,511,SEAHORSE,IMO0000000,WDJ3676,37,,113,24,,,B
367763880,2024-01-01T00:00:33,35.02419,-76.69695,0,352.5,511,PREDATOR,IMO0000000,WDJ3006,30,,24,8,,,B
338354925,2024-01-01T00:00:42,27.77694,-82.61801,0.1,360,511,NIKITA,IMO0000000,,37,,22,6,,,B
367026650,2024-01-01T00:00:45,47.69303,-122.48737,4,140.9,139,SHEET MUSIC,IMO0000000,WDC4561,36,,5,1,,,B
338225069,2024-01-01T00:00:48,38.97679,-76.48557,0,316.6,511,GATSBY,IMO0000000,,37,,9,4,,,B
368278620,2024-01-01T00:00:50,30.2842,-87.56279,0,360,511,ANDROMEDA,IMO0000000,WDN4176,37,,16,5,,,B
338441623,2024-01-01T00:00:51,28.16321,-82.77588,0,158.2,142,RIVERSONG,IMO0000000,,37,,10,4,,,B
368102350,2024-01-01T00:00:07,38.53842,-90.25572,0,288.1,35,LEGACY PROVIDER,,WDK9302,52,0,18,9,0,52,A
316028837,2024-01-01T00:00:54,48.99289,-122.75619,0,189.1,511,POTEST FIERI,IMO0000000,CFN7042,37,,14,4,,,B
367626030,2024-01-01T00:00:05,30.1294,-90.91855,0,255.9,511,DANE WISE,,WDH5249,31,0,20,8,3,22,A
338208319,2024-01-01T00:00:56,28.1444,-80.60268,0,119.9,511,BLUE SKY,IMO0000000,,37,,21,6,,,B
218643000,2024-01-01T00:00:04,27.61679,-82.66373,13.8,62.6,63,ZIM HONG KONG,IMO9290567,DFDH2,71,0,337,46,13.4,71,A
368325320,2024-01-01T00:00:57,47.2472,-122.43315,0,75.2,165,LIBERTY,IMO0000000,WDN9254,37,,0,0,,,B
369108000,2024-01-01T00:00:04,41.0868,-70.46215,0.2,29.1,69,CADE CANDIES,IMO9518957,WKBG,90,3,94,20,6.3,90,A
368269380,2024-01-01T00:00:07,39.52958,-75.81164,0,0,511,CARLA,,WDN3199,60,3,20,2,2,60,A
240904000,2024-01-01T00:00:08,25.73248,-79.45513,13.2,1,1,KINAROS,IMO9405538,SVAO9,89,0,183,32,8,89,A
368094920,2024-01-01T00:00:15,40.64386,-80.48358,0,360,511,MISS SOPHIA,,WDK8514,52,3,15,6,2,52,A
366744020,2024-01-01T00:00:03,40.69967,-74.1518,0,183.7,322,MARY ALICE,IMO7402738,WCX9570,31,12,30,8,4.9,31,A
368252420,2024-01-01T00:00:02,29.63911,-91.3235,4,270.8,277,CAPTAIN ROY DANIELS,,WDM9414,57,0,24,10,0,57,A
368087000,2024-01-01T00:01:01,28.99756,-90.21721,10.7,350.6,348,C-CARRIER,IMO9205122,WCY2601,70,0,67,17,3.5,70,A
316005204,2024-01-01T00:01:03,49.155,-125.90845,0,0,69,CCGS CAPE ANN,,CFG7741,51,0,15,2,0,51,A
368243880,2024-01-01T00:00:11,31.01944,-91.70245,0.4,103.2,48,CAPT. PAUL CAYARD,IMO1319423,WDM8506,52,0,21,8,0,52,A
316001247,2024-01-01T00:00:12,49.3793,-123.33072,0,130.2,298,QUEEN OF CAPILANO,IMO9008354,VY9513,60,0,96,22,4,60,A
367544000,2024-01-01T00:00:19,29.2722,-88.75702,0.1,223.6,307,EXPLORER,IMO8950463,WDL4164,60,15,55,12,0,38,A
368117020,2024-01-01T00:00:11,29.96752,-90.02634,0,140,195,CURLIN,,WDL2959,52,0,21,10,3.3,52,A
366866810,2024-01-01T00:00:56,36.92219,-76.18871,0,101,511,FAY SLOVER,,WDA9586,60,5,79,6,1.6,6,A
368731000,2024-01-01T00:00:16,36.88324,-76.35176,0.1,161.6,355,CG FRANK DREW,IMO9177258,NKDL,99,5,53,10,2.7,55,A
369272000,2024-01-01T00:00:14,33.75645,-118.21828,0,339.9,340,POLAR DISCOVERY,IMO9206114,WACW,80,5,273,46,15.4,80,A
367626030,2024-01-01T00:01:06,30.12945,-90.9184,0,162.5,511,DANE WISE,,WDH5249,31,0,20,8,3,22,A
309253000,2024-01-01T00:00:06,33.16593,-77.31713,12.7,43.7,42,GRACEFUL LEADER,IMO9357303,C6VT7,70,0,200,32,9,70,A
368073320,2024-01-01T00:01:10,38.21825,-123.40771,9,319.8,317,APACHE,IMO9888376,WDK6312,31,11,39,11,7.1,31,A
366946170,2024-01-01T00:00:07,40.75999,-73.85226,0.1,258.6,511,SKYLINE PRINCESS,,WDB7684,69,15,27,9,1.8,69,A
366939170,2024-01-01T00:01:06,29.56997,-94.24034,0.1,273.6,60,ELIZABETH,IMO8851144,WSN6409,31,0,24,8,10,31,A
338165486,2024-01-01T00:00:32,26.03926,-80.11613,1.5,84.1,511,SOLE,IMO0000000,SOLE,37,,17,5,,,B
367379290,2024-01-01T00:00:10,29.96782,-93.85996,0,269.9,511,DORELLA BANTA,,WDE6366,31,0,21,8,3,31,A
367761720,2024-01-01T00:00:39,29.98084,-81.64668,0,360,511,MISS ALEXANDRA,IMO0000000,WDJ2786,52,,13,6,,,B
368092650,2024-01-01T00:00:18,29.92893,-81.30966,0,360,511,LINDY LOU,,WDK8285,52,0,15,7,0,52,A
367430020,2024-01-01T00:01:03,32.71445,-117.22917,0,303.1,511,LORI LYNN,IMO0000000,WDF2625,37,,26,7,,,B
367414170,2024-01-01T00:00:22,27.76026,-82.63339,0,221.9,227,WEATHERBIRD II,IMO8952156,WDE9155,33,5,35,8,2.6,33,A
338461508,2024-01-01T00:01:04,37.67615,-122.38063,0.1,117.4,511,UGLY DUCKLING,IMO0000000,,36,,7,2,,,B
368044460,2024-01-01T00:00:26,29.76374,-95.09335,0,138.3,142,COLLINGSWORTH,,WDK3357,52,5,113,10,3.1,57,A
367773020,2024-01-01T00:01:04,25.75603,-80.18429,8.3,355.8,511,KING ME,IMO0000000,WDJ3955,37,,72,6,,,B
367058360,2024-01-01T00:01:04,28.02459,-80.56248,0,164.7,25,STEEL MAGNOLIA,IMO0000000,WDC6601,37,,15,4,,,B
368191850,2024-01-01T00:00:56,32.42011,-80.65947,0,160.4,111,ZULU,,WDM2850,37,5,20,6,2.2,37,A
667008066,2024-01-01T00:01:05,30.37261,-87.27176,0,184.5,511,LIFE GOALS,IMO0000000,,36,,17,8,,,B
218643000,2024-01-01T00:01:08,27.61869,-82.65954,14,62.4,63,ZIM HONG KONG,IMO9290567,DFDH2,71,0,337,46,13.4,71,A
338310611,2024-01-01T00:01:09,26.05935,-80.14238,0,360,511,REBOOT,IMO0000000,,37,,18,8,,,B
311018500,2024-01-01T00:01:09,28.27739,-80.38449,17.6,126.8,127,NORWEGIAN EPIC,IMO9410569,C6XP7,60,5,329,40,9.2,60,A
367340990,2024-01-01T00:00:21,41.67688,-87.43847,0,339.5,343,CALUMET,IMO7329314,WDE3568,70,5,191,20,5.8,70,A
368312420,2024-01-01T00:00:53,37.83161,-76.28143,0,360,511,HOPEFUL HARVEST,,WDN7873,30,5,64,16,0,30,A
518728000,2024-01-01T00:01:06,21.32853,-158.11836,0,11.8,218,ENCORE,IMO9664718,E5U2675,36,5,44,10,0,36,A
319274000,2024-01-01T00:00:28,26.05851,-80.13618,0,143,358,CARSON,IMO9663568,ZGCD,37,5,50,10,3.1,37,A
366607000,2024-01-01T00:00:31,46.18884,-123.86049,0,227.8,130,SWIFT RESPONDER,IMO9043938,WDN7364,70,5,70,15,4.5,70,A
367327560,2024-01-01T00:00:06,27.82015,-97.43183,0,30,293,CINDY HULL,,WDE2631,31,12,27,9,3.1,31,A
351757000,2024-01-01T00:00:03,43.59529,-125.92465,17.3,182.7,180,COMET ACE,IMO9182356,H3AM,70,0,175,29,7.8,70,A
338335017,2024-01-01T00:00:05,30.31043,-89.32451,0,360,511,ASTREA,IMO0000000,,36,,11,4,,,B
367639050,2024-01-01T00:01:03,40.74843,-73.96585,22.3,209.2,511,NYPD 39,,WDH6540,55,15,10,6,0,55,A
366914210,2024-01-01T00:00:07,38.83568,-75.1085,12.3,197.5,199,DELAWARE,IMO8990304,WYU8553,60,0,100,30,2,60,A
367713680,2024-01-01T00:00:05,25.71708,-80.22764,0.1,135.5,511,MER D'ALORS,IMO0000000,WDI5952,36,,13,4,,,B
367509510,2024-01-01T00:00:06,29.76387,-95.09322,0,299.8,146,SABINE,,WDF9854,52,12,27,11,3.1,52,A
219605000,2024-01-01T00:00:04,26.11479,-80.07543,0,284.1,335,NORD SWIFT,IMO9692155,OWPE2,89,1,183,32,11.8,89,A
367561460,2024-01-01T00:00:09,29.99092,-93.93479,0,161.1,511,ATHENA,IMO9686792,WDG6862,52,0,30,12,0,52,A
368138140,2024-01-01T00:00:04,42.25922,-83.12337,0,313.7,222,PENNSYLVANIA,IMO1300644,WDL5125,52,0,20,7,0,52,A
367461370,2024-01-01T00:00:04,26.44381,-96.9679,2.8,176.4,511,CROSBY TROJAN,IMO8213017,WDF5278,52,11,34,10,5.5,52,A
367505070,2024-01-01T00:00:03,30.05961,-94.03503,0,8.2,301,RENEE DAVISON,,WDF9429,31,12,211,18,3.1,57,A
518998630,2024-01-01T00:00:03,18.30099,-65.30486,0.3,360,511,MELISSA,IMO0000000,E5U4610,37,,19,9,,,B
316018477,2024-01-01T00:00:02,47.3257,-90.16953,13.3,77.7,77,ALGOMA DISCOVERY,IMO8505848,CFK9796,70,0,223,23,8.1,70,A
316001104,2024-01-01T00:00:13,49.29048,-123.06088,0,189.1,321,POINT VALIANT,IMO9203435,CKF3107,52,15,25,10,0,52,A
316046453,2024-01-01T00:00:17,49.7682,-124.31583,0.2,135.3,168,JERVIS DEFENDER,,,52,0,15,6,0,52,A
636020555,2024-01-01T00:00:20,26.82378,-79.37455,13.2,357,2,BALTIC LOYALTY,IMO9411953,D5ZS8,81,0,333,60,20.4,81,A
338478922,2024-01-01T00:00:17,30.63108,-81.47824,0,205.5,205,BELLA BENNY,IMO0000000,BELLA B,37,,12,4,,,B
316024235,2024-01-01T00:00:32,49.25626,-123.27409,1.5,132.2,511,HELEN J,,CFN6439,31,11,15,6,3.6,31,A
368555000,2024-01-01T00:00:00,47.6313,-122.38372,0,15.3,511,ARCTIC STORM,IMO8720113,WTQ5896,30,0,101,14,7,30,A
366938760,2024-01-01T00:00:00,41.68733,-83.47262,0,229.2,50,SAM LAUD,IMO7390210,WZC7602,70,0,188,21,6.7,70,A
367584520,2024-01-01T00:00:01,29.7856,-95.09598,0,250.2,342,LONDON RENEE,,WDG9119,52,12,17,8,2.5,57,A
538005968,2024-01-01T00:00:05,30.39211,-81.62524,12,18.5,26,BALTIC SCORPION,IMO9729477,V7IN9,79,5,200,32,7.3,79,A
372805000,2024-01-01T00:00:08,30.16217,-81.01542,9.2,124,125,FLORIDA HIGHWAY,IMO9442861,3EPT6,70,0,199,32,9.1,70,A
368027780,2024-01-01T00:00:34,29.11262,-90.19493,0,48.9,511,MR RIDGE,IMO0001452,WDJ9621,39,0,59,9,2,39,A
367731160,2024-01-01T00:00:10,40.41726,-74.03124,0,105.5,511,FESTIVA,,WDI7686,60,0,19,7,0,99,A
367468920,2024-01-01T00:00:09,29.94333,-90.17452,0,213.4,511,ELWOOD JONES,,WDF5940,31,15,16,7,0,31,A
354634000,2024-01-01T00:00:27,31.98192,-80.53771,0,137.1,216,CENTURY EMERALD,IMO9726841,3EJT4,70,1,137,23,7.9,70,A
477214700,2024-01-01T00:00:52,31.97942,-80.4063,0,58,194,OOCL EUROPE,IMO9300805,VRBX7,70,1,323,43,12,70,A
368157150,2024-01-01T00:00:32,34.0127,-77.94049,0,174.3,12,BALTIMORE,,WDL7106,33,5,61,24,0,33,A
367771580,2024-01-01T00:00:22,37.80684,-122.44513,0,360,511,DIAMOND SEAS,IMO0000000,WDJ3805,37,,28,7,,,B
367138470,2024-01-01T00:01:16,30.08435,-93.33006,0,196.8,28,MIA KELLEY,,WDD3950,31,5,27,9,2.9,31,A
563169300,2024-01-01T00:00:56,27.82611,-96.84637,0,247.5,179,PROTEUS PHILIPPA,IMO9923425,9V8211,80,1,250,44,13.7,80,A
368102250,2024-01-01T00:00:09,30.07784,-93.33737,5.1,215.8,213,GOLDEN MEADOW,IMO101263202,WDK9293,52,12,112,34,2.8,57,A
368082070,2024-01-01T00:00:25,47.61636,-122.51107,0,29.9,511,EXCESSIVE,IMO0000000,WDK7194,36,,12,4,,,B
367309430,2024-01-01T00:00:14,29.14057,-90.20578,0,202.8,342,ARCTIC DAWN,IMO7404047,WDN5235,52,0,22,24,0,52,A
316024256,2024-01-01T00:00:06,42.36063,-82.91469,6.5,245.5,246,SHARON M I,IMO9084059,CFP2006,52,11,35,11,5.2,52,A
368099320,2024-01-01T00:00:05,29.80503,-94.00076,5.3,216.4,511,CYNTHIA K,IMO1294530,WDK8982,57,0,209,18,2.8,57,A
368246530,2024-01-01T00:00:28,48.51512,-122.60527,0,360,511,BLUE MOON,IMO0000000,WDM8792,37,,10,4,,,B
366709770,2024-01-01T00:01:05,48.56503,-122.85077,16.3,328.7,329,WSF CHELAN,IMO7808140,WCX7878,60,0,100,24,5.1,60,A
369080000,2024-01-01T00:01:15,47.43421,-122.40201,7.1,147.8,146,HUDSON,IMO9795933,WDI7248,31,12,31,11,4.3,31,A
367375360,2024-01-01T00:00:20,34.24178,-119.26437,0,3.6,259,OCEAN ANGEL 3,,WDE6065,30,8,0,0,2.3,30,A
316001836,2024-01-01T00:01:14,43.63688,-79.35247,0,121.4,329,CSL TADOUSSAC,IMO6918716,VDWB,70,0,223,23,7.3,70,A
366484000,2024-01-01T00:00:27,29.12243,-90.20801,0.1,63.9,92,JEAN PIERRE LAB,IMO9564308,WDE9670,70,3,78,18,3.3,70,A
366921510,2024-01-01T00:01:01,34.53475,-120.93436,8.4,325.2,323,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0,31,A
366938760,2024-01-01T00:01:10,41.68736,-83.47266,0,229.2,50,SAM LAUD,IMO7390210,WZC7602,70,0,188,21,6.7,70,A
367482550,2024-01-01T00:00:28,29.76445,-95.07884,0,360,511,WILLIAM P HOBBY,IMO0000000,WDF7247,60,,16,8,,,B
367673340,2024-01-01T00:01:12,29.42395,-94.7225,0,326.7,46,J THOMAS,IMO100125923,WDH9961,31,12,205,18,2.8,57,A
338385105,2024-01-01T00:00:32,34.72205,-76.70437,0,360,511,DOUBLE J,IMO0000000,,37,,15,5,,,B
248214000,2024-01-01T00:00:57,26.22028,-94.68935,0,109,199,AMAZON,IMO9698094,9HA4562,90,3,199,33,8.8,90,A
338301498,2024-01-01T00:00:34,33.60681,-117.88565,0,225.8,511,BARE FOOTIN',IMO0000000,,37,,11,4,,,B
368047160,2024-01-01T00:00:37,48.50231,-122.60415,0,360,511,CAVU,IMO0000000,WDK3635,37,,12,4,,,B
636018996,2024-01-01T00:00:56,34.20009,-77.95593,0,271.9,174,BREEZE,IMO9455650,A8RW2,79,5,189,32,7.2,79,A
367760380,2024-01-01T00:00:37,47.67774,-122.40945,0,173.4,30,DORIE,IMO0000000,WDJ2649,36,,14,4,,,B
367769330,2024-01-01T00:00:38,47.62126,-122.52032,0,360,511,TERN II,IMO0000000,WDK7087,37,,16,4,,,B
369970622,2024-01-01T00:00:05,30.39664,-81.42982,0,72,511,SURVEY VESSEL FL II,,AEMF,35,3,21,8,1,35,A
367478650,2024-01-01T00:00:40,27.10919,-82.4605,0,360,511,TENACIOUS,IMO0000000,WDF6867,37,,12,4,,,B
368031260,2024-01-01T00:00:41,29.8793,-88.63334,2.9,169.7,511,THE BROTHERS,IMO0000000,WDJ9979,30,,27,8,,,B
367113880,2024-01-01T00:01:07,48.75398,-122.50428,0,91.3,188,WESTERN FREEDOM,IMO6715047,WDD2330,30,0,18,6,0,30,A
368084140,2024-01-01T00:01:13,30.06814,-90.89554,5.6,142.7,140,KOLBI MICHELLE,,WDK7405,31,5,21,8,2.8,31,A
366435740,2024-01-01T00:01:15,46.16783,-123.9144,0,360,511,GEORGE ALLEN,IMO7309613,WBT7376,30,7,21,7,4,30,A
367057830,2024-01-01T00:01:16,30.0115,-90.76287,0,360,511,BURNS JOHNSON JR.,IMO100623859,WDC6554,52,0,20,8,3.1,52,A
220590000,2024-01-01T00:01:17,48.41607,-123.39014,0,280.9,86,MAERSK TENDER,IMO9388651,OYGS2,52,5,73,20,7,52,A
368130590,2024-01-01T00:01:15,27.8127,-97.39887,8.6,274.8,274,MERCURY,IMO9905083,WDL4354,52,0,30,13,6.4,52,A
538010327,2024-01-01T00:01:17,40.53487,-74.02175,11.5,150,146,SSI MERAL HANIM,IMO9491678,V7A5897,70,0,178,28,11.2,70,A
366997830,2024-01-01T00:01:18,29.96011,-90.28816,0,200.4,244,LAUREN ELIZABETH,IMO8635796,WDC2795,52,12,20,8,3.1,52,A
636018102,2024-01-01T00:01:11,28.72209,-88.65403,13.5,61.5,62,BELITA,IMO9318060,A8LP6,73,0,332,42,10.9,73,A
367787650,2024-01-01T00:01:13,29.92981,-90.0603,8.2,23.4,18,JUSTICE,,WDJ5437,31,5,115,18,3.1,57,A
367783220,2024-01-01T00:01:09,26.10018,-80.11731,0,219.5,174,BAD COMPANY,IMO8980268,WDJ4997,37,5,38,8,2.4,37,A
311000112,2024-01-01T00:01:16,36.19445,-123.00213,11.7,337.7,334,POLARIS VOYAGER,IMO9665748,C6AP4,80,0,276,48,12.2,80,A
366304000,2024-01-01T00:01:01,29.65376,-91.12294,0,241.1,235,GALVESTON ISLAND,IMO9952878,WDN4450,37,5,106,21,0,33,A
36968098,2024-01-01T00:01:17,36.9512,-76.32949,0.1,123.6,511,US GOVERNMENT VESSEL,,,0,0,0,0,0,0,A
377901111,2024-01-01T00:01:10,17.4076,-64.48963,17.4,130.3,130,TROPIC ISLAND,IMO9809916,J8QX8,70,0,160,24,7.3,70,A
367622960,2024-01-01T00:01:17,30.04167,-90.59933,0,243.1,236,SWEET LAKE,IMO124350000,WDL4535,31,12,206,17,2.8,57,A
368157160,2024-01-01T00:01:20,29.92907,-81.3097,0,146.3,511,MISS DOT G,,WDL7108,31,0,22,8,0,31,A
366740430,2024-01-01T00:01:23,30.39793,-81.55187,0,135.8,511,NEW RIVER,IMO9182772,WCX8251,52,0,26,15,4.8,52,A
211781740,2024-01-01T00:00:41,18.45878,-66.08839,0.1,346.5,511,LASAVO,IMO0000000,DJ9418,36,,15,8,,,B
338352152,2024-01-01T00:00:46,32.39473,-80.67886,0,360,511,SEAQUELL,IMO0000000,,37,,10,4,,,B
367533150,2024-01-01T00:00:04,29.94225,-90.17531,0,32.5,232,SUSAN JOHNSON,IMO100569359,WDK9605,52,12,56,16,2.7,52,A
368135730,2024-01-01T00:00:03,47.60575,-122.34337,7.1,91.3,90,ORCA II,,WDL4877,60,8,24,9,2,60,A
338926412,2024-01-01T00:01:13,24.56541,-81.79952,0,0,277,CG ISAAC MAYO,,NEAP,55,0,46,7,3,55,A
338223798,2024-01-01T00:00:45,37.01784,-76.34236,0,164,511,SUNCATCHER,IMO0000000,,37,,18,6,,,B
316037697,2024-01-01T00:00:01,43.94774,-76.53187,14.3,33.5,33,QIKIQTAALUK W.,IMO9421221,CIZ7896,80,0,150,23,7.3,80,A
219029122,2024-01-01T00:00:15,27.82749,-96.69705,12.6,53.4,59,NAVIGARE TERRA MATER,IMO9740330,OZFK2,80,0,333,60,13.7,80,A
367555480,2024-01-01T00:01:05,30.06795,-94.04903,7.4,313,311,RANDY J ADAMS,,WDG6297,31,0,119,34,3.1,57,A
338032925,2024-01-01T00:00:46,47.54057,-122.64449,0,0,511,SALISH MISTS,IMO0000000,,36,,11,4,,,B
316012046,2024-01-01T00:00:09,48.43197,-123.42707,0,360,511,TILLICUM,,CFA2615,52,0,17,5,0,52,A
368277520,2024-01-01T00:01:06,39.94875,-75.13517,4.7,8.8,6,EMMA ROSE,IMO8635473,WDN4051,52,12,22,8,2.8,52,A
367125970,2024-01-01T00:00:20,29.4539,-89.31685,2.2,74.9,511,BEAU RIVAGE,IMO8961298,WDD3117,30,7,29,9,3.3,30,A
367548420,2024-01-01T00:01:47,37.79223,-122.2849,0,269.4,264,KESTREL,IMO8663793,WDG5612,32,5,27,10,4.1,32,A
310816000,2024-01-01T00:01:06,29.74302,-93.86951,0,115.1,213,GASLOG WINCHESTER,IMO9876737,ZCHB5,80,5,297,47,9.3,80,A
368006470,2024-01-01T00:00:47,32.7809,-79.95678,0,140.1,511,C: DRIVE,IMO0000000,WDJ7415,37,,15,6,,,B
367113290,2024-01-01T00:01:10,29.21674,-90.22062,0,228.6,511,RAPID RUNNER II,IMO9384057,WDM5991,60,0,45,9,1.2,60,A
367731160,2024-01-01T00:01:19,40.41726,-74.03126,0,112.6,511,FESTIVA,,WDI7686,60,0,19,7,0,99,A
367552070,2024-01-01T00:01:25,31.01048,-88.00368,7.6,261.5,260,CHARLES HAUN,,WDG5959,31,12,185,34,2.8,52,A
367614940,2024-01-01T00:01:15,29.70697,-95.04612,0,9.6,90,JERIS AUTHEMENT,IMO101252182,WDH4175,52,0,27,12,3.1,57,A
338037032,2024-01-01T00:00:52,38.8336,-77.02395,0,0,511,WIND TEETHER,IMO0000000,DC0433C,37,,7,2,,,B
338213723,2024-01-01T00:00:53,33.75087,-118.11268,0,150.9,511,PLANS CHANGE,IMO0000000,,37,,15,5,,,B
367305570,2024-01-01T00:01:04,29.81957,-88.61358,3.1,353.9,511,ORCHID LADY III,IMO8983753,WDD8991,30,,26,7,,,B
369493300,2024-01-01T00:01:06,46.28113,-124.046,0,308.7,511,CG47317,,,51,0,14,4,1.4,51,A
311001384,2024-01-01T00:00:26,29.41289,-93.64526,0,164.9,141,CANADA PEARL,IMO9659749,C6GX7,70,1,183,30,8.4,70,A
368315150,2024-01-01T00:01:07,30.05942,-93.46097,4.5,89,511,MISS PEYTON,,WDN8187,31,0,19,7,2.9,31,A
368202360,2024-01-01T00:01:02,30.01561,-90.73121,2.8,287.2,511,G.I.JOE,,WDM3992,52,0,20,8,0,52,A
368058090,2024-01-01T00:01:08,47.68277,-122.40627,0,360,511,QUE SYRAH,IMO0000000,WDK4724,36,,10,4,,,B
368229380,2024-01-01T00:00:33,47.60466,-122.34068,0,360,511,LADY MARY,,WCY4834,60,5,26,8,25.5,60,A
367153260,2024-01-01T00:01:08,28.40862,-80.62085,0,272.6,511,LINNEA C,IMO0000000,WDJ8032,30,,17,5,,,B
368035830,2024-01-01T00:01:04,29.19785,-88.91884,7.8,169.8,511,GOL FORCE,IMO896482400,WDK2472,71,5,50,12,4.3,71,A
367381750,2024-01-01T00:01:09,33.97548,-118.45022,0,157.3,511,DREAM,IMO0000000,WDE6559,37,,17,5,,,B
338257000,2024-01-01T00:01:15,40.80149,-73.88831,9.3,107.5,115,BROOKS MCCALL,IMO8964367,WCZ7811,90,0,44,12,0,90,A
367638480,2024-01-01T00:01:16,46.18843,-123.86219,0,355,511,OCEAN HUNTER,IMO8705852,WDH6487,30,0,22,8,3.3,30,A
367395010,2024-01-01T00:01:15,29.70777,-94.1325,4.5,53.3,511,SALVATION,IMO101218049,WDE7579,30,12,207,18,3,57,A
338123603,2024-01-01T00:00:15,47.28932,-122.60836,1,161.7,511,MARY DIANNE,IMO0000000,,37,,15,5,,,B
368099320,2024-01-01T00:01:15,29.80362,-94.00191,5.2,215.4,511,CYNTHIA K,IMO1294530,WDK8982,57,0,209,18,2.8,57,A
366981080,2024-01-01T00:01:12,29.70903,-91.21913,0,14.7,511,LONNIE M BELL,IMO0000004,WDB9699,31,0,16,8,0.5,31,A
316033814,2024-01-01T00:00:14,49.1444,-123.03312,0,160.8,107,SEASPAN RELIANT,IMO9764233,CFEB,79,5,150,26,4,79,A
369493720,2024-01-01T00:00:17,42.3678,-71.05095,0.1,360,511,CG45720,,,51,0,14,4,1,51,A
367534590,2024-01-01T00:01:21,29.05631,-90.16963,0,238.9,139,MICHAEL EYMARD,IMO1239850,WDG4253,99,0,39,20,3.4,99,A
368343360,2024-01-01T00:00:58,29.56474,-90.38806,0,266.9,511,VIRGINIA'S PRIDE,,WDP3213,67,5,130,20,2,67,A
367373630,2024-01-01T00:01:26,40.70007,-74.15272,0.1,19,284,MEAGAN ANN,IMO8976281,WDE5943,52,12,24,9,3.5,52,A
368172250,2024-01-01T00:00:17,47.67877,-122.40952,0,360,511,KEALA,IMO0000000,WDL8719,36,,14,3,,,B
367511270,2024-01-01T00:01:03,29.76546,-95.08771,0,234.4,511,DOUGLAS MURPHY,,WDG2017,31,12,22,10,3.1,52,A
367373630,2024-01-01T00:00:15,40.70011,-74.15271,0,14.2,284,MEAGAN ANN,IMO8976281,WDE5943,52,12,24,9,3.5,52,A
338303768,2024-01-01T00:00:21,39.28279,-76.60888,0,193.7,511,PRODEO II,IMO0000000,,36,,16,5,,,B
316003663,2024-01-01T00:00:05,48.92893,-123.70428,0,267.1,147,SEASPAN CORSAIR,IMO7434779,CFN6636,52,0,24,8,4.3,52,A
366904590,2024-01-01T00:00:23,46.18626,-123.8631,0,61.4,511,ALYSSA ANN,IMO0000000,WDB492,30,,13,5,,,B
366875040,2024-01-01T00:00:02,29.74167,-95.15679,0,68.8,174,ANNIE JEANNE,IMO8644474,WDL9183,31,0,83,14,2.8,57,A
366892730,2024-01-01T00:00:00,35.18988,-75.78041,0,360,511,W STANFORD WHITE,IMO8986428,WDB3916,60,0,51,13,3.2,60,A
367688490,2024-01-01T00:00:24,37.90869,-122.37791,0,3.7,511,POINT OF ARIES,IMO0000000,WDI3454,37,,12,6,,,B
367758950,2024-01-01T00:00:09,40.64398,-80.48351,0,138.1,511,THOMAS PETERSON,IMO8635643,WDJ2500,52,12,18,8,3,52,A
338143743,2024-01-01T00:00:26,47.66405,-122.38402,0,360,511,NOR'WESTER,IMO0000000,WB6191,37,,16,5,,,B
368052910,2024-01-01T00:00:06,29.70956,-90.16742,4.3,37.1,511,LIL' EMI,,WDK4206,31,15,17,7,3.5,31,A
316037697,2024-01-01T00:01:08,43.95134,-76.52846,14.2,34.2,33,QIKIQTAALUK W.,IMO9421221,CIZ7896,80,0,150,23,7.3,80,A
367016870,2024-01-01T00:00:28,38.95813,-74.8766,0,128.5,511,TINA LYNN,IMO7612010,WDC3947,30,,26,8,,,B
367476840,2024-01-01T00:00:06,29.91461,-89.97279,0,360,52,BEA SONIER,,WDF6688,31,0,205,18,3,57,A
367473540,2024-01-01T00:01:09,32.69021,-80.2236,0,243.1,511,ROYAL ENGINEER,,WDF6370,31,12,20,7,2.5,0,A
316033701,2024-01-01T00:00:29,48.65376,-123.3943,0,360,511,BLUE WATER,IMO0000000,,37,,13,5,,,B
367478440,2024-01-01T00:01:09,29.40749,-94.74094,0,233.2,233,ERIC BUNCE,,WDF6847,31,12,83,23,3,57,A
367692120,2024-01-01T00:00:02,29.99594,-93.91984,0,333,511,KATHLEEN DUPRE,IMO101256455,WDI3806,31,0,114,34,3,57,A
367376640,2024-01-01T00:01:11,38.42799,-82.59822,5.9,161,159,MAP RUNNER,IMO101121215,WDE6160,31,0,113,18,2.6,57,A
368183000,2024-01-01T00:00:07,46.44333,-84.26622,6.7,322.4,323,GREAT REPUBLIC,IMO7914236,WDH7561,70,0,193,21,6.4,70,A
367549860,2024-01-01T00:00:16,27.93914,-82.44113,0,360,511,DIXIE REBEL,IMO0299033,WDG5748,31,0,18,6,0,0,A
